;Name;Latitude;Longitude;Population;Timezone;same_name
93943;Etowah;35.31762;-82.59429;6944;East Coast;City without UK name
93944;Garland;34.78628;-78.39417;632;East Coast;City without UK name
93945;Green Level;35.78209;-78.9039;2158;East Coast;City without UK name
93946;Hickory;35.73319;-81.3412;40374;East Coast;City without UK name
93947;Hope Mills;34.97044;-78.94531;16163;East Coast;City without UK name
93948;Horse Shoe;35.34317;-82.55651;2351;East Coast;City without UK name
93949;Hot Springs;35.89263;-82.83112;562;East Coast;City without UK name
93950;Jaars;34.86376;-80.7459;597;East Coast;City without UK name
93951;Lewiston Woodville;36.12293;-77.17663;508;East Coast;City without UK name
93952;Liberty;35.85347;-79.57169;2683;East Coast;City without UK name
93953;Marvin;34.99182;-80.81479;6181;East Coast;City without UK name
93954;Mayodan;36.41236;-79.96699;2470;East Coast;City without UK name
93955;Red Springs;34.81516;-79.18309;3433;East Coast;City without UK name
93956;Rich Square;36.27404;-77.28441;901;East Coast;City without UK name
93957;Robbinsville;35.32287;-83.8074;598;East Coast;City without UK name
93958;Saxapahaw;35.94736;-79.32196;1648;East Coast;City without UK name
93959;South Henderson;36.3082;-78.40666;1213;East Coast;City without UK name
93960;Southport;33.92156;-78.02027;3475;East Coast;City with UK name
93961;Walkertown;35.28572;-78.81363;4331;East Coast;City without UK name
93962;Atco;39.76984;-74.88739;12350;East Coast;City without UK name
93963;Berlin;39.79123;-74.92905;7590;East Coast;City without UK name
93964;Chesilhurst;39.73234;-74.881;1634;East Coast;City without UK name
93965;Jackson;39.7765;-74.86238;54856;East Coast;City without UK name
93966;Millville;39.40206;-75.03934;28230;East Coast;City without UK name
93967;Pedricktown;39.75886;-75.40602;524;East Coast;City without UK name
93968;Pine Hill;39.78428;-74.99211;10510;East Coast;City without UK name
93969;Sicklerville;39.71734;-74.96933;42891;East Coast;City without UK name
93970;Smithville;39.49401;-74.45709;7242;East Coast;City without UK name
93971;Whitesboro;39.039;-74.85684;2205;East Coast;City without UK name
93972;Bainbridge;39.22757;-83.27047;852;East Coast;City without UK name
93973;Clarktown;38.85063;-82.91128;958;East Coast;City without UK name
93974;Felicity;38.83896;-84.09632;828;East Coast;City without UK name
93975;Highpoint;39.28839;-84.35022;1503;East Coast;City without UK name
93976;Jamestown;39.65812;-83.73492;2027;East Coast;City without UK name
93977;Lithopolis;39.80284;-82.80628;1351;East Coast;City without UK name
93978;Maineville;39.31506;-84.22077;979;East Coast;City without UK name
93979;Pataskala;39.99562;-82.67433;15245;East Coast;City without UK name
93980;South Zanesville;39.89923;-82.00625;1989;East Coast;City without UK name
93981;The Village of Indian Hill;39.17949;-84.33517;5798;East Coast;City without UK name
93982;Thornport;39.91312;-82.41099;1004;East Coast;City without UK name
93983;West Portsmouth;38.75841;-83.02906;3149;East Coast;City without UK name
93984;Wetherington;39.36367;-84.37744;1302;East Coast;City without UK name
94002;Delta;39.72705;-76.32663;724;East Coast;City without UK name
94003;Fairdale;39.88702;-79.96811;2059;East Coast;City without UK name
94004;Gap;39.98732;-76.02051;1931;East Coast;City without UK name
94005;Loganville;39.85566;-76.70747;1232;East Coast;City without UK name
94006;Westwood;39.97177;-75.85328;950;East Coast;City with UK name
94007;Andrews;33.45128;-79.5609;2888;East Coast;City without UK name
94008;Chapin;34.16598;-81.34982;1554;East Coast;City without UK name
94009;Cherryvale;33.95571;-80.45814;2496;East Coast;City without UK name
94010;Chester;34.70486;-81.21426;5486;East Coast;City with UK name
94011;Lakewood;33.84683;-80.35008;3032;East Coast;City without UK name
94012;Liberty;34.78789;-82.69236;3246;East Coast;City without UK name
94013;McColl;34.66877;-79.54533;2068;East Coast;City without UK name
94014;Ninety Six;34.17513;-82.02401;2048;East Coast;City without UK name
94015;Olanta;33.93544;-79.93257;570;East Coast;City without UK name
94016;Pickens;34.88345;-82.70736;3173;East Coast;City without UK name
94017;Ridgeville;33.09572;-80.31537;1836;East Coast;City without UK name
94018;Saint George;33.186;-80.57565;2084;East Coast;City without UK name
94019;Westminster;34.66482;-83.09654;2484;East Coast;City without UK name
94028;Sunbright;36.24341;-84.66994;545;East Coast;City without UK name
94081;Crozet;38.06958;-78.70058;5565;East Coast;City without UK name
94082;Dooms;38.10902;-78.85752;1327;East Coast;City without UK name
94083;Dryden;36.77759;-82.94155;1208;East Coast;City without UK name
94084;Franklin;36.67765;-76.92246;8490;East Coast;City without UK name
94085;Glade Spring;36.79122;-81.77123;1453;East Coast;City without UK name
94086;Hayfield;38.75178;-77.13581;3909;East Coast;City with UK name
94087;Honaker;37.01622;-81.97429;1392;East Coast;City without UK name
94088;Hopewell;37.30432;-77.2872;22378;East Coast;City without UK name
94089;Luray;38.6654;-78.45945;4828;East Coast;City without UK name
94090;Pannill Fork;36.70903;-80.0131;3027;East Coast;City without UK name
94091;Saint Paul;36.90538;-82.31098;970;East Coast;City without UK name
94092;Virginia Beach;36.85293;-75.97799;452745;East Coast;City without UK name
94093;Alderson;37.72595;-80.64202;1182;East Coast;City without UK name
94094;Cameron;39.82702;-80.56647;903;East Coast;City without UK name
94095;Clarksburg;39.28065;-80.34453;16152;East Coast;City without UK name
94096;Coal Fork;38.3176;-81.52095;1233;East Coast;City without UK name
94097;Despard;39.2887;-80.30592;1004;East Coast;City without UK name
94098;Glendale;39.94924;-80.75425;1526;East Coast;City without UK name
94099;Nettie;38.21845;-80.68593;568;East Coast;City without UK name
94103;Berwick;43.26592;-70.8645;2187;East Coast;City without UK name
94104;Chase;41.2848;-75.96298;978;East Coast;City without UK name
94106;Enfield;41.97621;-72.59176;45212;East Coast;City without UK name
94107;Mansfield City;41.76593;-72.23369;26439;East Coast;City without UK name
94108;Montville Center;41.47899;-72.15119;20180;East Coast;City without UK name
94109;Old Saybrook;41.29177;-72.3762;10627;East Coast;City without UK name
94110;Saybrook Manor;41.28538;-72.39897;1052;East Coast;City without UK name
94111;South Windham;41.67954;-72.17036;1421;East Coast;City without UK name
94112;Stafford Springs;41.95426;-72.3023;4988;East Coast;City without UK name
94113;Thompsonville;41.99704;-72.59898;8577;East Coast;City without UK name
94114;Wauregan;41.74427;-71.90924;1205;East Coast;City without UK name
94186;Amherst;42.36723;-72.51852;39833;East Coast;City without UK name
94187;Brookline;42.33176;-71.12116;58732;East Coast;City without UK name
94188;Chester;42.27926;-72.97871;627;East Coast;City with UK name
94189;Concord;42.46037;-71.34895;16810;East Coast;City without UK name
94190;Cordaville;42.26898;-71.52395;2650;East Coast;City without UK name
94191;East Pepperell;42.66537;-71.57312;2059;East Coast;City without UK name
94192;Hanover;42.11316;-70.81199;16906;East Coast;City without UK name
94193;Lee;42.30425;-73.24816;2051;East Coast;City with UK name
95291;New Bedford;41.63526;-70.92701;101079;East Coast;City without UK name
95292;North Plymouth;41.97094;-70.68281;3600;East Coast;City without UK name
95293;Osterville;41.62844;-70.38697;2911;East Coast;City without UK name
95294;Reading;42.52565;-71.09533;24747;East Coast;City with UK name
95295;Smith Mills;41.63899;-70.99115;4760;East Coast;City without UK name
95296;Wenham;42.60426;-70.89116;4518;East Coast;City without UK name
95297;Boothbay;43.87647;-69.63366;3077;East Coast;City without UK name
95298;Bradley;44.9209;-68.62809;1291;East Coast;City with UK name
95299;Bridgton;44.05479;-70.71284;2071;East Coast;City without UK name
95300;Brownville;45.307;-69.03337;1309;East Coast;City without UK name
95301;Canaan;44.76173;-69.56144;2097;East Coast;City without UK name
95302;Dedham;44.69174;-68.66198;1478;East Coast;City with UK name
95303;Dover-Foxcroft;45.18339;-69.22699;2528;East Coast;City without UK name
95304;Liberty;44.38924;-69.30282;964;East Coast;City without UK name
95305;Marshfield;44.73313;-67.47749;514;East Coast;City with UK name
95306;Palermo;44.40785;-69.47393;1268;East Coast;City without UK name
95307;Sabattus;44.1198;-70.10755;4694;East Coast;City without UK name
95358;Canaan;43.64757;-72.01175;524;East Coast;City without UK name
95359;Contoocook;43.22202;-71.71397;1444;East Coast;City without UK name
95360;Dublin;42.90758;-72.06258;1572;East Coast;City without UK name
95361;Goffstown;43.02036;-71.60035;3196;East Coast;City without UK name
95362;Jaffrey;42.81397;-72.02314;2757;East Coast;City without UK name
95363;Milford;42.83536;-71.64896;8835;East Coast;City with UK name
95364;North Conway;44.05368;-71.1284;2349;East Coast;City without UK name
95365;Peterborough;42.87064;-71.95175;3103;East Coast;City with UK name
95366;Richmond;42.75481;-72.27175;1147;East Coast;City with UK name
95367;Suncook;43.13064;-71.45312;5379;East Coast;City without UK name
95368;Wilmot;43.45174;-71.91369;1218;East Coast;City without UK name
95369;Allentown;40.17789;-74.58349;1825;East Coast;City without UK name
95370;Bloomingdale;40.4976;-74.64738;7714;East Coast;City without UK name
95371;Bordentown;40.14622;-74.71183;3882;East Coast;City without UK name
95372;Clark;40.64094;-74.3107;14628;East Coast;City without UK name
95373;Cresskill;40.94149;-73.9593;8812;East Coast;City without UK name
95374;East Orange;40.76732;-74.20487;64949;East Coast;City without UK name
95375;Franklin;41.12204;-74.58044;4855;East Coast;City without UK name
95376;Hawthorne;40.94926;-74.15375;19074;East Coast;City without UK name
95377;Hopatcong;40.93288;-74.65933;14510;East Coast;City without UK name
95378;Lakewood;40.09789;-74.21764;53805;East Coast;City without UK name
95379;Leisure Village;40.04262;-74.18486;4400;East Coast;City without UK name
95380;North Bergen;40.80427;-74.01208;63484;East Coast;City without UK name
95381;Ocean Grove;40.21206;-74.00653;3342;East Coast;City without UK name
95382;Oxford;40.80315;-74.98962;1090;East Coast;City with UK name
95383;Park Ridge;41.0376;-74.0407;8919;East Coast;City without UK name
95384;Rocky Hill;40.39983;-74.63432;690;East Coast;City without UK name
104578;Yorktown;37.23876;-76.50967;195;East Coast;City without UK name
104579;Vass;35.25627;-79.28225;749;East Coast;City without UK name
104625;Smyrna;39.29983;-75.60465;11319;East Coast;City without UK name
104626;Alachua;29.75163;-82.42483;9757;East Coast;City without UK name
104627;Azalea Park;28.54111;-81.30062;12556;East Coast;City without UK name
104628;Belle Glade Camp;26.65757;-80.68284;1167;East Coast;City without UK name
104629;Bradenton Beach;27.46698;-82.70399;1171;East Coast;City without UK name
104630;Branford;29.95912;-82.92818;721;East Coast;City without UK name
104631;Brooksville;28.55554;-82.38991;7854;East Coast;City without UK name
104632;Bushnell;28.66499;-82.11286;2995;East Coast;City without UK name
104633;Coconut Grove;25.7126;-80.25699;20076;East Coast;City without UK name
104634;Davie;26.06287;-80.2331;100882;East Coast;City without UK name
104635;Five Points;30.20912;-82.63735;1265;East Coast;City without UK name
104637;Golden Beach;25.96509;-80.12227;972;East Coast;City without UK name
104638;Kendale Lakes;25.70816;-80.407;56148;East Coast;City without UK name
104640;Lakeland Highlands;27.95975;-81.95008;11056;East Coast;City without UK name
104642;Marathon;24.71375;-81.09035;8750;East Coast;City without UK name
104644;Miami Gardens;25.94204;-80.2456;113187;East Coast;City without UK name
104646;Miami Springs;25.82232;-80.2895;14490;East Coast;City without UK name
104648;Minneola;28.57444;-81.74619;10735;East Coast;City without UK name
104650;North Palm Beach;26.81756;-80.08199;12015;East Coast;City without UK name
104654;South Daytona;29.16582;-81.0045;12584;East Coast;City without UK name
104656;Southchase;28.39306;-81.3834;15921;East Coast;City without UK name
104658;Sugarmill Woods;28.73221;-82.50621;8287;East Coast;City without UK name
104660;Suncoast Estates;26.71174;-81.86897;4384;East Coast;City without UK name
104662;West Palm Beach;26.71534;-80.05337;106779;East Coast;City without UK name
104664;Wimauma;27.71253;-82.29898;6373;East Coast;City without UK name
104666;Acworth;34.06635;-84.67837;22131;East Coast;City without UK name
104668;Bloomingdale;32.13242;-81.299;2764;East Coast;City without UK name
104670;Brunswick;31.14995;-81.49149;16157;East Coast;City without UK name
104671;Cochran;32.38683;-83.35461;4363;East Coast;City without UK name
104672;Commerce;34.204;-83.45711;6762;East Coast;City without UK name
104673;Conley;33.64483;-84.32576;6228;East Coast;City without UK name
104674;Cornelia;34.51149;-83.52712;4223;East Coast;City without UK name
104675;Country Club Estates;33.98928;-83.4096;7555;East Coast;City without UK name
104676;Dasher;30.74743;-83.2207;963;East Coast;City without UK name
104677;Dawson;31.77382;-84.448;4353;East Coast;City without UK name
104678;Doerun;31.31963;-83.91712;773;East Coast;City without UK name
104679;Eastman;32.19767;-83.17765;5285;East Coast;City without UK name
104680;Ellaville;32.23821;-84.30908;1879;East Coast;City without UK name
104681;Folkston;30.83095;-82.01131;5247;East Coast;City without UK name
104682;Fort Gaines;31.60924;-85.04933;1129;East Coast;City without UK name
104683;Hinesville;31.84688;-81.59595;33398;East Coast;City without UK name
104684;Jonesboro;33.5215;-84.35381;4746;East Coast;City without UK name
104685;Mountain Park;34.08093;-84.41132;578;East Coast;City without UK name
104686;Ochlocknee;30.97415;-84.05502;679;East Coast;City without UK name
104688;Peachtree Corners;33.9701;-84.22159;40978;East Coast;City without UK name
104690;Pearson;31.2977;-82.85237;2112;East Coast;City without UK name
104692;Portal;32.53822;-81.93234;617;East Coast;City without UK name
104694;Screven;31.48633;-82.01706;767;East Coast;City without UK name
104696;Senoia;33.30234;-84.55382;4073;East Coast;City without UK name
104698;Smyrna;33.88399;-84.51438;56146;East Coast;City without UK name
104700;Soperton;32.37712;-82.59236;3087;East Coast;City without UK name
104744;Union;40.6976;-74.2632;56771;East Coast;City without UK name
104746;Voorhees;39.84499;-74.95495;29131;East Coast;City without UK name
104748;West New York;40.78788;-74.01431;53366;East Coast;City without UK name
104750;West Orange;40.79871;-74.23904;48131;East Coast;City without UK name
104752;Wood-Ridge;40.84566;-74.08792;8249;East Coast;City without UK name
104754;Alden;42.90006;-78.49197;2589;East Coast;City without UK name
